Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,getTransactionOutputSetInformation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,getWork,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,help,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,importPrivateKey,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,importPrivateKey,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,keyPoolRefill,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,listAccounts,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,listAddressGroupings,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,listLockUnspent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,listReceivedByAccount,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,listReceivedByAccount,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,listReceivedByAddress,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,listReceivedByAddress,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,listSinceBlock,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,listTransactions,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,listUnspent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,lockUnspent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,move,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,move,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,sendFrom,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,sendFrom,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,sendFrom,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,sendMany,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,sendMany,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,sendMany,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,sendRawTransaction,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,sendToAddress,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,sendToAddress,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,setAccount,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,setAccount,Ignored test,The tool detected the smell in this test method because the test is excluded from testing.
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,setGenerate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,setTransactionFee,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,signRawTransaction,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,submitBlock,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,validateAddress,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,verifyMessage,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
neureal_noo4j-daemon,org.noo4j.daemon,BtcDaemonTest,walletPassphraseChange,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
