Project Name,Package Name,Architecture Smell,Cause of the Smell
mk12_mycraft,org.lwjgl.opengles,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AMDCompressed3DCTexture]; [AMDCompressedATCTexture]; [AMDPerformanceMonitor; ContextCapabilities; EXTBlendMinmax; EXTDiscardFramebuffer; EXTMultiDrawArrays; EXTTextureArray; GLES20; IMGMultisampledRenderToTexture; NVCoverageSample; NVDrawBuffers; NVDrawPath; NVFence; NVFramebufferVertexAttribArray; NVGetTexImage; NVReadBuffer; NVSystemTime; OESBlendEquationSeparate; OESBlendFuncSeparate; OESBlendSubtract; OESEGLImage; OESEGLImageExternal; OESFramebufferObject; OESGetProgramBinary; OESMapbuffer; OESTexture3D; OESVertexArrayObject; QCOMDriverControl; QCOMExtendedGet; QCOMExtendedGet2; QCOMTiledRendering; APIUtil; EGL; EGLConfig; EGLContext; EGLDisplay; EGLImageOES; EGLKHRFenceSync; EGLKHRReusableSync; EGLNVSync; EGLSurface; EGLSyncKHR; EGLSyncNV; GLChecks; GLContext; GLContext.CapabilitiesCacheEntry; PixelFormat; PowerManagementEventException; StateTracker; Util; OES_EGL_image; OES_EGL_image_external; ANGLEFramebufferBlit; ANGLEFramebufferMultisample; APPLEFramebufferMultisample; ARBDrawBuffers]; [AMDProgramBinaryZ400]; [APPLERgb422]; [APPLETextureFormatBGRA8888]; [APPLETextureMaxLevel]; [ARBHalfFloatPixel]; [ARBTextureRectangle]; [ARMMaliShaderBinary]; [ARMRgba8]; [DMPShaderBinary]; [EXTBgra]; [EXTCgShader]; [EXTPackedFloat]; [EXTReadFormatBgra]; [EXTTextureCompressionDXT1]; [EXTTextureCompressionLATC]; [EXTTextureCompressionS3TC]; [EXTTextureFilterAnisotropic]; [EXTTextureFormatBGRA8888]; [EXTTextureLODBias]; [EXTTextureType2101010REV]; [EXTUnpackSubimage]; [IMGProgramBinary]; [IMGReadFormat]; [IMGShaderBinary]; [IMGTextureCompressionPvrtc]; [NVDepthNonlinear]; [NVFboColorAttachments]; [NVPlatformBinary]; [OESCompressedETC1RGB8Texture]; [OESCompressedPalettedTexture]; [OESDepth24]; [OESDepth32]; [OESDepthTexture]; [OESElementIndexUint]; [OESPackedDepthStencil]; [OESRGB8RGBA8]; [OESStandardDerivatives]; [OESStencil1]; [OESStencil4]; [OESStencil8]; [OESTextureFloat]; [OESTextureHalfFloat]; [OESVertexHalfFloat]; [OESVertexType1010102]; [QCOMPerformanceMonitorGlobalMode]; [QCOMWriteonlyRendering]; [VIVShaderBinary]; [APIUtil.Buffers]; [ContextAttribs]; [PeerInfo]; [PixelFormat.Attrib]; [AMD_compressed_3DC_texture]; [AMD_compressed_ATC_texture]; [AMD_performance_monitor]; [AMD_program_binary_Z400]; [ANGLE_framebuffer_blit]; [ANGLE_framebuffer_multisample]; [APPLE_framebuffer_multisample]; [APPLE_rgb_422]; [APPLE_texture_format_BGRA8888]; [APPLE_texture_max_level]; [ARB_draw_buffers]; [ARB_half_float_pixel]; [ARB_texture_rectangle]; [ARM_mali_shader_binary]; [ARM_rgba8]; [DMP_shader_binary]; [EXT_bgra]; [EXT_blend_minmax]; [EXT_Cg_shader]; [EXT_discard_framebuffer]; [EXT_frag_depth]; [EXT_multi_draw_arrays]; [EXT_packed_float]; [EXT_read_format_bgra]; [EXT_shader_texture_lod]; [EXT_texture_array]; [EXT_texture_compression_dxt1]; [EXT_texture_compression_latc]; [EXT_texture_compression_s3tc]; [EXT_texture_filter_anisotropic]; [EXT_texture_format_BGRA8888]; [EXT_texture_lod_bias]; [EXT_texture_type_2_10_10_10_REV]; [EXT_unpack_subimage]; [GLES20]; [IMG_multisampled_render_to_texture]; [IMG_program_binary]; [IMG_read_format]; [IMG_shader_binary]; [IMG_texture_compression_pvrtc]; [NV_coverage_sample]; [NV_depth_nonlinear]; [NV_draw_buffers]; [NV_draw_path]; [NV_fbo_color_attachments]; [NV_fence]; [NV_framebuffer_vertex_attrib_array]; [NV_get_tex_image]; [NV_platform_binary]; [NV_read_buffer]; [NV_read_depth_stencil]; [NV_shader_framebuffer_fetch]; [NV_system_time]; [NV_texture_compression_s3tc_update]; [NV_texture_npot_2D_mipmap]; [OES_blend_equation_separate]; [OES_blend_func_separate]; [OES_blend_subtract]; [OES_compressed_ETC1_RGB8_texture]; [OES_compressed_paletted_texture]; [OES_depth24]; [OES_depth32]; [OES_depth_texture]; [OES_EGL_sync]; [OES_element_index_uint]; [OES_fbo_render_mipmap]; [OES_framebuffer_object]; [OES_get_program_binary]; [OES_mapbuffer]; [OES_packed_depth_stencil]; [OES_rgb8_rgba8]; [OES_standard_derivatives]; [OES_stencil1]; [OES_stencil4]; [OES_stencil8]; [OES_texture_3D]; [OES_texture_float]; [OES_texture_float_linear]; [OES_texture_half_float]; [OES_texture_half_float_linear]; [OES_texture_npot]; [OES_vertex_array_object]; [OES_vertex_half_float]; [OES_vertex_type_10_10_10_2]; [QCOM_driver_control]; [QCOM_extended_get]; [QCOM_extended_get2]; [QCOM_performance_monitor_global_mode]; [QCOM_tiled_rendering]; [QCOM_writeonly_rendering]; [VIV_shader_binary]. LCC (Lack of Component Cohesion) = 0.73
mk12_mycraft,org.lwjgl,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.lwjgl.input; org.lwjgl.opengl
mk12_mycraft,org.lwjgl,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BufferChecks; LWJGLUtil; MacOSXSysImplementation; NondirectBufferWrapper; PointerBuffer; PointerBuffer.PointerBufferR; PointerWrapper; PointerWrapperAbstract; Sys; SysImplementation; WindowsSysImplementation; BufferUtils; MemoryUtil; MemoryUtilSun; MemoryUtilSun.AccessorUnsafe; MemoryUtilSun.AccessorReflectFast; DefaultSysImplementation; J2SESysImplementation; LinuxSysImplementation]; [LWJGLException]; [LWJGLUtil.TokenFilter]; [MemoryUtil.CharSequenceNT]; [MemoryUtil.Accessor]; [MemoryUtil.AccessorJNI]; [MemoryUtil.AccessorReflect]; [NondirectBufferWrapper.CachedBuffers]. LCC (Lack of Component Cohesion) = 0.31
mk12_mycraft,org.lwjgl,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.lwjgl; org.lwjgl.input; org.lwjgl
mk12_mycraft,org.lwjgl,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.lwjgl; org.lwjgl.opengl; org.lwjgl
mk12_mycraft,org.lwjgl,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.lwjgl; org.lwjgl.opengl; org.lwjgl.opengles; org.lwjgl
mk12_mycraft,org.lwjgl,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: org.lwjgl; org.lwjgl.opengl; org.lwjgl.util.generator; org.lwjgl
mk12_mycraft,org.lwjgl.input,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.lwjgl.opengl
mk12_mycraft,org.lwjgl.input,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Controller; ControllerEvent; Controllers; JInputController]; [Cursor; Mouse; OpenGLPackageAccess; Keyboard]; [Cursor.CursorElement]; [Keyboard.KeyEvent]. LCC (Lack of Component Cohesion) = 0.4
mk12_mycraft,org.lwjgl.test.applet,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AppletLoaderTest; Test; ControllersTest; OpenAL; OpenGL; Speed]; [GearsApplet]. LCC (Lack of Component Cohesion) = 0.29
mk12_mycraft,org.lwjgl.test.mapped,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MappedFloat; MappedObjectTests1; MappedObjectTests3; MappedObjectTests4; MappedSomething; MappedVec2; MappedVec3; TestMappedObject; MappedObjectBench; MappedObjectTests2]; [MappedObjectBench.InstanceVec3]; [MappedObjectBench.ArrayVec3]; [MappedObjectTests1.Test]; [MappedObjectTests3.Xyz]; [MappedObjectTests4.MappedPointer]; [MappedObjectTests4.MappedCacheLinePadded]; [MappedObjectTests4.MappedFieldCacheLinePadded]; [MappedObjectTests4.POJOFieldCacheLinePadded]; [MappedObjectWithLibrary]. LCC (Lack of Component Cohesion) = 0.53
mk12_mycraft,org.lwjgl.test.openal,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ALCCaptureTest; BasicTest; MovingSoundTest; PlayTest; PlayTestMemory; PositionTest; SourceLimitTest; StressTest; ALCTest]; [EFX10Test]; [OpenALCreationTest]; [OpenALInfo]; [PositionTest.GLUT]. LCC (Lack of Component Cohesion) = 0.38
mk12_mycraft,org.lwjgl.test.opengl.awt,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AWTGears; AWTGearsCanvas]; [AWTTest]; [DemoBox; DemoBox.DemoBoxGLCanvas]; [DemoBox.Demo]; [DemoBox.ClearColorDemoBox]; [DemoBox.NullDemoBox]; [DemoBox.GearsDemoBox]; [DisplayParentTest]. LCC (Lack of Component Cohesion) = 0.8
mk12_mycraft,org.lwjgl.test.opengl,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FullScreenWindowedTest]; [Gears]; [PbufferTest]; [SyncTest]; [VBOIndexTest]; [VBOTest]; [VersionTest]. LCC (Lack of Component Cohesion) = 1.0
mk12_mycraft,org.lwjgl.test.opengl.shaders,Ambiguous Interface,The tool detected the smell in this component because the component provides only a single, general entry-point via the following class: ShadersTest
mk12_mycraft,org.lwjgl.test.opengl.sprites,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [SpriteShootout; StreamVBO; SpriteShootout.SpriteRendererMapped; SpriteShootoutMapped; SpriteShootoutMapped.SpriteRendererMapped]; [SpriteShootout.SpriteRenderer]; [SpriteShootout.SpriteRendererBatched]; [SpriteShootout.SpriteRendererPlain]; [SpriteShootout.SpriteRendererTF]; [SpriteShootout2P]; [SpriteShootout2P.SpriteRenderer]; [SpriteShootout2P.SpriteRendererTF]; [SpriteShootoutCL]; [SpriteShootoutCL.SpriteRenderer]; [SpriteShootoutCL.SpriteRendererDefault]; [SpriteShootoutMapped.Pixel4b]; [SpriteShootoutMapped.Pixel3b]; [SpriteShootoutMapped.Sprite]; [SpriteShootoutMapped.SpriteRender]; [SpriteShootoutMapped.SpriteRenderer]; [SpriteShootoutMapped.SpriteRendererBatched]; [SpriteShootoutMapped.SpriteRendererPlain]; [SpriteShootoutMapped.SpriteRendererTF]. LCC (Lack of Component Cohesion) = 0.83
mk12_mycraft,org.lwjgl.test.opengles.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BufferObject; BufferObjectArray; BufferObjectElement; Geometry; GLObject; Shader; ShaderProgram; Sphere; ImmediateModeBuffer]; [Geometry.DrawCommand]; [GLLight]; [GLLight.Light]; [GLMatrix]; [Sphere.DrawCommand]. LCC (Lack of Component Cohesion) = 0.43
mk12_mycraft,org.lwjgl.util,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): org.lwjgl.opengl
mk12_mycraft,org.lwjgl.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Color; ReadableColor; WritableColor]; [Dimension; ReadableDimension; ReadableRectangle; Rectangle; WritableDimension; WritablePoint; WritableRectangle; Point; ReadablePoint]; [Display]; [Display.FieldAccessor]; [Display.Sorter]; [Renderable]; [Timer]; [WaveData]; [XPMFile]. LCC (Lack of Component Cohesion) = 0.47
mk12_mycraft,org.lwjgl.util.generator.opengl,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GLCapabilitiesGenerator]; [GLESCapabilitiesGenerator]; [GLESGeneratorProcessorFactory]; [GLESGeneratorProcessorFactory.GeneratorProcessor]; [GLESTypeMap]; [GLGeneratorProcessorFactory]; [GLGeneratorProcessorFactory.GeneratorProcessor]; [GLReferencesGeneratorProcessorFactory]; [GLReferencesGeneratorProcessorFactory.GeneratorProcessor]; [GLTypeMap]. LCC (Lack of Component Cohesion) = 1.0
mk12_mycraft,org.lwjgl.util.glu.tessellation,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ActiveRegion; DictNode; GLUhalfEdge; GLUmesh; GLUtessellatorImpl; GLUvertex; Mesh; Normal; PriorityQ; PriorityQHeap; PriorityQSort; Render; Render.FaceCount; Sweep; TessMono; TessState; CachedVertex; Dict; Geom; GLUface]; [Dict.DictLeq]; [PriorityQ.PQnode]; [PriorityQ.PQhandleElem]; [PriorityQ.Leq]; [PriorityQSort.Stack]; [Render.renderCallBack]; [Render.RenderTriangle]; [Render.RenderFan]; [Render.RenderStrip]. LCC (Lack of Component Cohesion) = 0.34
mk12_mycraft,org.lwjgl.util.jinput,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [KeyMap; LWJGLKeyboard]; [LWJGLEnvironmentPlugin]; [LWJGLKeyboard.Key]; [LWJGLMouse]; [LWJGLMouse.Axis]; [LWJGLMouse.Button]. LCC (Lack of Component Cohesion) = 0.86
mk12_mycraft,org.lwjgl.util.mapped,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CacheLineSize; CacheUtil; MappedObjectTransformer; MappedObjectUnsafe; MappedHelper; MappedObject; MappedSet; MappedSet2; MappedSet3; MappedSet4; MappedObjectClassLoader]; [MappedForeach]; [MappedObjectTransformer.TransformationAdapter]; [MappedObjectTransformer.FieldInfo]; [MappedObjectTransformer.MappedSubtypeInfo]. LCC (Lack of Component Cohesion) = 0.33
